,title,area,numberOfRooms,price,town,district
2596,ULTRA LÜKS 3+1 DENİZ İST KOMŞU KİRALIK DAİRE SAHİBİNDEN KİRALIK,135,3+1,14.950,Yakuplu,Marmara Mah.
2597,BEYLİLDÜZÜ SiTE İÇİ MERKEZİ KONUMDA FULL TADİLATLI 3+ 1,165,3+1,13.000,Kavaklı,Cumhuriyet Mah.
2598,Beykent Kiralık 1+0 Eşyalı Metrobüs Dibi Bekara Öğrenciye Uygun,50,1+0,4.000,Gürpınar,Adnan Kahveci Mah.
2599,BEYLİKDÜZÜ SAFİR' 2+1 105 M2 E-5 KENARI -SİTE İÇİ METROBÜSE 8DK,105,2+1,7.500,Kavaklı,Cumhuriyet Mah.
2600,METROBÜSE 1 DK FULL YAPILI EŞYALI VEYA EŞYASIZ KİRALIK 3+1 DAİRE,130,3+1,10.000,Kavaklı,Büyükşehir Mh.
2601,BEYLİKDÜZÜ DEMİR COUNTRY'DE 2+1 EŞYALI KİRALIK DAİRE,140,2+1,15.000,Kavaklı,Kavaklı Mh.
2602,Sahibinden bahçe katı daire,90,2+1,5.250,Yakuplu,
2603,Aydınlar Sitesinde Kiralık Deniz Manzaralı Bahçeli 4+1 Villa,160,4+1,11.500,Gürpınar,Dereağzı Mh.
2604,Sahibinden 2+1 kiralık daire ( memur kurumsal şirkette calısan),110,2+1,6.000,Yakuplu,
2605,Sahibinden barış mahallesinin en iyi konumunda...,145,3+1,9.000,Kavaklı,Barış Mh.
2606,BEYLİKDÜZÜ DENİZ İSTANBUL'DA KİRALIK 2+1 SIFIR EŞYALI DAİRE,95,2+1,18.000,Yakuplu,Marmara Mah.
2607,BeylikdüzüAdnan Kahveci mahallesi'nde 2+1Lüxeşyalı Kiralık Daire,100,2+1,17.500,Gürpınar,Adnan Kahveci Mah.
2608,Beylikdüzü marmara da KİRALIK 1+1 65 m2 sıtede sıfır lux daıre,65,1+1,6.000,Kavaklı,Kavaklı Mh.
2609,BARİS MAHALLESİ KİRALIK 3+1 11.500 TL OFİS İÇİN UYGUNDUR,145,3+1,11.500,Kavaklı,Barış Mh.
2610,beylikdüzü dereağzında kiralık daire واحد اجاره ای for rent,125,3+1,8.500,Gürpınar,Dereağzı Mh.
2611,BEYLİKDÜZÜ MEGAKENT KISA KATLILARDA 3+1 KİRALIK DAİRE,145,3+1,7.600,Kavaklı,Barış Mh.
2612,KIRALIK 3+1 MARMARA MH BEYLİKDÜZÜ DE,170,3+1,9.750,Kavaklı,Kavaklı Mh.
2613,ADNAN KAHVECİ'DE SİTE İÇERİSİNDE TERAS KULLANIMLI 3+1 DAİRE,110,3+1,6.500,Gürpınar,Adnan Kahveci Mah.
2614,BEYLİKDÜZÜ BEYAZ CİTY RECİDANCE KİRALIK 1+1 DAİRE,77,1+1,6.500,Kavaklı,Barış Mh.
2615,Beylikdüzü Marmara Evleri 4 te 163 m2 3+1 Sıfır Daire,163,3+1,14.000,Kavaklı,Kavaklı Mh.
2616,Beylikdüzü Beykent Vista 4 de 3+1 170 m2 kiralık daire,180,3+1,16.000,Gürpınar,Adnan Kahveci Mah.
2617,"HAVUZLU, KAPALI OTOPARKLI,FULL YAPILI",180,3+1,15.000,Gürpınar,Adnan Kahveci Mah.
2618,MERKEZİ KONUMDA OTOPARKLI 2+1 SÜPER LÜKS EŞYALI KİRALIK DAİRE,175,2+1,10.500,Gürpınar,Adnan Kahveci Mah.
2619,KİRALIK 2+1 DUBLEX HAVUZLU SİTE FULL YENİ EŞYALI,120,2+1,20.000,Gürpınar,Adnan Kahveci Mah.
2620,İN MARİ MARMARA PROJESİNDE OTURUMA HAZIR 1+1 SİTE İÇİ MANZARALI,90,1+1,8.000,Yakuplu,Marmara Mah.
2621,SONBEY'DEN KİRALIK DUBLEKS,175,5+1,8.250,Gürpınar,Gürpınar Mh.
2622,Beylikdüzü Adnan kahveci de kiralik واحد اجاره ای for rent,230,3+1,15.000,Gürpınar,Adnan Kahveci Mah.
2623,DORA PARK 2'DE 4+1 KİRALIK DAİRE,220,4+1,25.000,Gürpınar,Adnan Kahveci Mah.
2624,BEYLİKDÜZÜ ÖNAY GARDEN RESİDANCE'DA 1+1 EŞYALI KİRALIK DAİRE,70,1+1,5.750,Kavaklı,Cumhuriyet Mah.
2625,BEYLİKDÜZÜ MAKYOL YAŞAM 3+1 KİRALIK DAİRE شقة للإيجار,165,3+1,15.000,Kavaklı,Barış Mh.
2626,BEYLİKDÜZÜ GÜRPİNARDA SIFIR 3+1 DAİRE,135,3+1,8.500,Gürpınar,Gürpınar Mh.
2627,NEWPORT SİTESİNDE EŞYALI KİRALIK DAİRE!!,100,1+1,6.500,Yakuplu,
2628,1+1 Daire Emlak Ofisinden Ferah Doğalgaz (Kombi) Geniş Kaçırılmayacak Fırsat!,75,1+1,8.250,Kavaklı,Kavaklı Mh.
2629,Beylikdüzü Eşyalı Kiralık 2+1 Daire,85,2+1,8.000,Gürpınar,Adnan Kahveci Mah.
2630,MARİNAYA KOMŞU SİTEDE İÇİ FULL YAPILI GENİŞ 2+1 KİRALIK DAİRE,120,2+1,10.000,Kavaklı,Kavaklı Mh.
2631,BEYLİKDÜZÜ'nde İÇİ TEMİZ 3+1 KİRALIK DAİRE,145,3+1,7.600,Kavaklı,Barış Mh.
2632,BEYLİKDÜZÜ BİZİMKENT SİTESİNDE FULL EŞYALI KİRALIK 1+1 DAİRE,90,1+1,7.000,Kavaklı,Cumhuriyet Mah.
2633,UĞUR İNŞAAT'TAN CADDE ÜZERİ 4+2 KİRALIK DUBLEKS!!,260,4+2,15.000,Kavaklı,Kavaklı Mh.
2634,BEYLİKDÜZÜ YAKUPLU KİRALIK 2+1 LÜKS ARAKAT DAİRE SIFIR BİNA !,90,2+1,5.500,Yakuplu,
2635,PEGASUS APARTMANINDA SAHİBİNDEN KİRALIK 3+1,145,3+1,10.000,Kavaklı,Barış Mh.
2636,BARIŞ MAHALLESİNDE 3+1,145,3+1,8.250,Kavaklı,Barış Mh.
2637,Deniz manzaralı ferah daire,120,2+1,10.000,Gürpınar,Adnan Kahveci Mah.
2638,METROBÜSE YAKIN ARAKAT BALKONLU EBEVEYNBANYOLU GÜNEY CEPHE,185,3+1,8.250,Gürpınar,Adnan Kahveci Mah.
2639,Beylkikdüzü Cumhuriyet metrobüs durağına 5 dk temiz 3+1 daire,145,3+1,6.500,Kavaklı,Cumhuriyet Mah.
2640,KAVAKLI KİRALIK DUBLEKS DAİRE 4+2,200,5+2,12.500,Kavaklı,Kavaklı Mh.
2641,BEYLİKDÜZÜ & !! METROBÜSE 8DK.!! & !! FULL EŞYALI 1+1 DAİRE !!,85,1+1,6.000,Kavaklı,Cumhuriyet Mah.
2642,Beylikdüzü Beykent Adnan Kahveci Mah. Temiz Kiralık 3+1 Daire,185,3+1,8.500,Gürpınar,Adnan Kahveci Mah.
2643,BEYLİKDÜZÜ GÜRPINAR KİRALIK 2+1 SİTE İÇİNDE DAİRE,125,2+1,8.500,Gürpınar,Dereağzı Mh.
2644,BEYLİKDÜZÜ YAKUPLU METROBÜSE ÇOK YAKIN 2+1 SIFIR DAİRE,80,2+1,5.000,Yakuplu,
2645,Beylikdüzü Barış Mah. Kiralık 3+1 Temiz Ferah Site İçinde,160,3+1,8.800,Kavaklı,Barış Mh.
2646,BEYLİKDÜZÜ PALMİYE KONAKLARI 3+1 KİRALIK DAİRE,197,3+1,9.800,Gürpınar,Adnan Kahveci Mah.
2647,Beylikdüzü Cumhuriyet Mah. Basındoğa Dubleks 4+1 Teraslı Daire,200,4+1,10.500,Kavaklı,Cumhuriyet Mah.
2648,"BEYLİKDÜZÜ SAHİL MAH 2+1, 95M2 BAHÇE KAT SIFIR DAİRE KİRA 4250TL",95,2+1,4.250,Kavaklı,Sahil Mah.
2649,BEYLİKDÜZÜ'NDE GENİŞ VE FERAH TEMİZ EŞYALI 2+1,110,2+1,8.500,Gürpınar,Adnan Kahveci Mah.
2650,Beylikdüzü Saklıhan Konakları 4+1 240 M2 Kiralık Lüx Daire,240,4+1,20.000,Kavaklı,Cumhuriyet Mah.
2651,İSTANBUL N TOWERS SİTESİ & 2+1 112 M2 & TEK DEPOZİT!!! 5500 TL!,112,2+1,5.500,Merkez,Beylikdüzü OSB
2652,GURPINAR MAH. 3+1 GENİŞ FERAH FULL EŞYALI DAİRE 13.000TL,140,3+1,13.000,Gürpınar,Gürpınar Mh.
2653,SERA KONUTLARI ADNAN KAHVECİDE 2+1 EŞYALI DAİRE,110,2+1,10.000,Gürpınar,Adnan Kahveci Mah.
2654,YAŞAM VADİ MANZARALI GÜZEL EŞYALI BİR DAİRE....,165,3+1,30.000,Gürpınar,Adnan Kahveci Mah.
2655,3+1 flat for shorttime rent/ واحد سه خوابه برای کرایه کوتاه مدت,130,3+1,9.000,Yakuplu,
2656,"ADNAN KAHVECİ SİTE İÇERİSİNDE 180 M2 3,5+1 KİRALIK DAİRE",180,3.5+1,10.000,Gürpınar,Adnan Kahveci Mah.
2657,Beylikdüzü Beykent Sitede Manzaralı Önü Açık 3+1 Kiralık Daire,170,3+1,12.000,Gürpınar,Adnan Kahveci Mah.
2658,Beylikdüzü Bizimkentte 3+1 B tipi Yüksek Giriş Kiralık Daire,178,3+1,11.000,Kavaklı,Cumhuriyet Mah.
2659,ÖYKÜ YAPI'DAN KİRALIK 5+2 DUBLEX SİTE İÇİ 300M2 KOLEJLER BÖLGESİ,340,5+2,12.000,Gürpınar,Adnan Kahveci Mah.
2660,"VİRA İSTANBUL 4,5+1 ultra lüks 250 m2 SÜPER SİTE YABANCIYA UYGUN",250,4+1,20.000,Kavaklı,Barış Mh.
2661,BEYLİKDÜZÜ YAKUPLU 2+1 ÇATI KATI GENİŞ TERASLI KİRALIK DAİRE,70,2+1,5.000,Yakuplu,
2662,BEYLİKDÜZÜ GÜRPINAR KİRALIK 2+1 SİTE İÇİNDE DAİRE,125,2+1,8.500,Gürpınar,Dereağzı Mh.
2663,SAHİBİNDEN METROBÜSE YÜRÜME MESAFESİNDE 3+1 KİRALİK DAİRE,185,3+1,8.000,Gürpınar,Adnan Kahveci Mah.
2664,ATATÜRK KÜLTÜR MERKEZİ KARŞISINDA GENİŞ BALKONLU 3+1 DAİRE,150,3+1,8.500,Kavaklı,Büyükşehir Mh.
2665,sahibinden Bizimkent 3+1 B tipi,176,3+1,12.500,Kavaklı,Cumhuriyet Mah.
2666,AKÇAY YAPI'DAN MARİNA'DA 4+1 KİRALIK DAİRE,170,4+1,9.000,Yakuplu,Marmara Mah.
2667,kiralık dubleks,200,5+2,12.000,Gürpınar,Adnan Kahveci Mah.
2668,BEYLİKDÜZÜ KAVAKLI MARMARA KONAKLARI SİTE İÇİ 2+1 KİRALIK DAİRE,95,2+1,10.000,Kavaklı,Kavaklı Mh.
2669,BEYLİKDÜZÜ ADNANKAHVECİ MAHALLESİNDE EŞYALI KİRALIK DAİRE,180,3+1,18.000,Gürpınar,Adnan Kahveci Mah.
2670,Barış Mahallesinde Kiralık Dubleks واحد اجاره ای for rent,290,3+2,11.500,Kavaklı,Barış Mh.
2671,MÜSTAKİL BAHÇELİ EBEWEN BANYOLU 2+1 90 M2 KİRALIK BAHÇE KAT,90,2+1,5.500,Kavaklı,Kavaklı Mh.
2672,BEYLİKDÜZÜN'DE YAŞAM VADİSİNE YAKIN ACİL 3+1 KİRALIK DAİRE...!,170,3+1,8.750,Gürpınar,Adnan Kahveci Mah.
2673,KAVAKLI MAH ALTUNHAN EVLERINDE 1+1 KIRALIK DAIRE,65,1+1,7.000,Kavaklı,Kavaklı Mh.
2674,BEYLİKDÜZÜ MİGROS ARKASI KİRALIK 3+1 DAİRE ÇİFT CEPHELİ,135,3+1,7.500,Kavaklı,Barış Mh.
2675,MAKYOL YAŞAM BEYLİKDÜZÜ'NDE 1+1 82 M2 KIRALIK BALKONLU DAİRE,82,1+1,7.000,Kavaklı,Barış Mh.
2676,YIlmaz Konutlarında Yenileniş sıfır daire,160,3+1,8.000,Kavaklı,Cumhuriyet Mah.
2677,BARIS MAH. DE 3+1 DEPREM SONRASI KIRALIK DAİRE,160,3+1,9.000,Kavaklı,Barış Mh.
2678,SONBEYDEN KİRALIK 3+1 GENİŞ DAİRE KISA KATLI BİNA,150,3+1,7.200,Gürpınar,Dereağzı Mh.
2679,"RW ÇİĞDEM BAŞAROL DAN EŞYALI, FULL YAPILI, KİRALIK 4+2 DUBLEX",270,4+2,20.000,Gürpınar,Adnan Kahveci Mah.
2680,BEYLİKDÜZÜ CUMHURİYET MAH BİZİMKENT SİTESİNDE KİRALIK 3+1 DAİRE,130,3+1,10.000,Kavaklı,Cumhuriyet Mah.
2681,BEYLİKDÜZÜ ADNAN KAHVECİ AHENK İSTANBULA YAKIN EŞYALI KİRALIK,90,2+1,9.000,Gürpınar,Adnan Kahveci Mah.
2682,ADNAN KAHVECİ MAH. SİTE İÇERİSİN'DE FULL ANKASTRELİ 2+1 KİRALIK,120,2+1,8.750,Gürpınar,Adnan Kahveci Mah.
2683,BEYLİKDÜZÜ PALMİYE KONAKLARINDA EŞYALI 5+2 dubleks daire KİRALIK,345,5+2,23.000,Gürpınar,Adnan Kahveci Mah.
2684,Beylikdüzü Kavaklı Merkezde Ful Deniz M. Kiralık 1+1 Daire,95,1+1,5.250,Kavaklı,Kavaklı Mh.
2685,Beylikdüzü kavaklıda kiralık daire,110,2+1,4.500,Kavaklı,Kavaklı Mh.
2686,"Beylikdüzü Havuzlu,Güvenlikli Sitede 2+1 Kiralık Daire",110,2+1,10.500,Gürpınar,Adnan Kahveci Mah.
2687,DENİZ İSTANBUL MARİNA RESİDENCE KİRALIK 210m2 DENİZ MANZARALI,210,3+1,45.000,Yakuplu,Marmara Mah.
2688,BEYLİKDÜZÜ KAVAKLI MERKEZDE 2+1 KİRALIK DAİRE,100,2+1,6.000,Kavaklı,Kavaklı Mh.
2689,EKİNOKS KİRALIK 1+1 KAPALI MUTFAK OFİS OLARAK VERİLECEK,80,1+1,5.000,Kavaklı,Büyükşehir Mh.
2690,FULL EŞYALI DENİZ MANZARALI KİRALIK 3+1 DAİRE,155,2+1,14.800,Gürpınar,Adnan Kahveci Mah.
2691,ADNAN KAHVECİDE SÜPER KONUM SİTE İÇİ SIFIR 2+1 DAİRE FIRSATI !!,100,2+1,6.900,Gürpınar,Adnan Kahveci Mah.
2692,beylikdüzü BÜYÜKŞEHİR SİTESİNDE EŞYALI KİRALIK 3+1,130,3+1,8.000,Kavaklı,Büyükşehir Mh.
2693,Beylikdüzü Belediye Metrobüse 10 Dk Aile Sitesinde Dublex 4+1,240,4+1,12.000,Kavaklı,Cumhuriyet Mah.
2694,ADNAN KAHVECİ MAHALLESİNİN MERKEZİ KONUMUNDA KİRALIK 3+1 DAİRE,200,3+1,12.000,Gürpınar,Adnan Kahveci Mah.
2695,ADNAN KAHVECİ KİRALIK 3+1 DAİRE,185,3+1,10.000,Kavaklı,Büyükşehir Mh.
2696,Gürpınar Merkezde Ebeveyn Banyolu Full Eşyalı 3+1 Kiralık Daire,125,3+1,13.000,Gürpınar,Gürpınar Mh.
2697,BUTİK SİTE İÇİNDE MUHTEŞEM 4+1 İSTER EŞYALI İSTER EŞYASIZ,202,4+1,12.500,Kavaklı,Kavaklı Mh.
2698,Adnan Kahveci Sera Konutlarında Full Eşyalı Kiralık 2+1 Daire,95,2+1,10.000,Gürpınar,Adnan Kahveci Mah.
2699,BEYLİKDÜZÜ BEYKENTDE HASBAHÇE SİTESİNDE EŞYALI KİRALIK DAİRE 3+1,145,3+1,15.000,Gürpınar,Adnan Kahveci Mah.
2700,Marmara mah Orkide sitesin'de kiralık 3+1 125m2 Daire,135,2+1,6.500,Yakuplu,Marmara Mah.
2701,BEYLİKDÜZÜ YAKUPLUDA 2+1 ÖN CEPHE BALKONLU FERAH TEMİZ DAİRE,95,2+1,5.000,Yakuplu,
2702,Beylikdüzü Kavaklıda Eşyalı Kiralık 3+1,115,3+1,27.000,Kavaklı,Kavaklı Mh.
2703,KAVAKLI SAHİL MAH 2+1 AÇIK MUTFAK KİRALIK SIFIR DAİRE....,100,2+1,7.500,Kavaklı,Kavaklı Mh.
2704,A.KAHVECİ ELİT LÜKS SİTEDE KİRALIK 2+1 ARA KAT,125,2+1,15.000,Gürpınar,Adnan Kahveci Mah.
2705,THE GM'DEN SUNPARK EVLERİNDE 2+1 122 m2 KİRALIK DAİRE,122,2+1,6.500,Gürpınar,Dereağzı Mh.
2706,BEYLİKDÜZÜ SAHİL MAH 220M2 DUBLEX 4+2 SIFIR DAİRE KİRALIK 8000TL,220,4+2,8.000,Kavaklı,Sahil Mah.
2707,BEYLİKDÜZÜ BEYKENT ADNANKAHVECİ MAH DE EŞYALI KİRALIK DAİRE,200,3+1,25.000,Gürpınar,Adnan Kahveci Mah.
2708,BEYLİKDÜZÜ ADNAN KAHVECİ MAHALLESİNDE 3+1 160 M2 KİRALIK DAİRE !,160,3+1,11.000,Gürpınar,Adnan Kahveci Mah.
2709,BEYLİKDÜZÜ BEYAZ CITY RESİDENCE'DE KİRALIK 2+1 DAİRE.,130,2+1,8.500,Kavaklı,Barış Mh.
2710,KÜRE EMRE YAŞAYANDAN GİNZA LAVİNYA 1+1 EŞYALI LÜKS BÜYÜK M2,90,1+1,10.800,Kavaklı,Barış Mh.
2711,BEYLİKDÜZÜ WEST SİDE 2 DE KİRALIK 1+1,95,1+1,8.000,Kavaklı,Barış Mh.
2712,Beylikdüzü Kavaklı mh.Butik Site İçerisinde Deniz Manzaralı 3+2,190,3+2,12.000,Kavaklı,Kavaklı Mh.
2713,ADNAN KAHVECİ MAHALLESİ DELTA WHİTE GOLD SİTESİNDE KİRALIK 4+1,220,4+1,14.000,Gürpınar,Adnan Kahveci Mah.
2714,Beylikdüzü Adnan Kahveci Mahallesinde 2+1 Kiralık Daire,95,2+1,5.500,Gürpınar,Adnan Kahveci Mah.
2715,Beylikdüzü yakupluda kiralık daire metrobüse 5 dakika,100,2+1,5.500,Yakuplu,
2716,Beylikdüzü Safa Konakları 3+1 130 m2 Lüx Sitede Kiralık Daire,150,3+1,12.750,Kavaklı,Kavaklı Mh.
2717,METROBÜSE 5 DK NEWİSTA RESİDANCE EŞYALI KİRALIK 2+1,110,2+1,10.000,Kavaklı,Cumhuriyet Mah.
2718,DENİZ MANZARALI VİLLA,180,4+1,12.000,Gürpınar,Gürpınar Mh.
2719,BEYLİKDÜZÜ BARIŞ MAH 5+2 GENİŞ M2 KİRALIK DUBLEKS DAİRE,260,5+2,11.000,Kavaklı,Barış Mh.
2720,FIRSAT SIFIR LÜKS EŞYALI KİRALIK AÇIKLAMAYI OKUYUNUZ,80,1+1,6.999,Kavaklı,Cumhuriyet Mah.
2721,Beylikdüzü Barış Mahallesi 3+1 Kiralık Daire,145,3+1,8.750,Kavaklı,Barış Mh.
2722,BEYLİKDÜZÜ METROBÜSE YAKIN 3+1 KİRALIK DAİRE,140,3+1,8.250,Kavaklı,Barış Mh.
2723,Havuzlu Güvenlikli Site'de 3+1 150m2 Kiralık Eşyalı Lüx Daire,170,3+1,15.000,Gürpınar,Adnan Kahveci Mah.
2724,KUBİST RESİDANCE KİRALIK TERASLI EŞYALI 1+1 8000 TL,55,1+1,8.000,Gürpınar,Adnan Kahveci Mah.
2725,Avkon Sitesinde Eşyalı Kiralık Daire,155,3+1,15.000,Kavaklı,Barış Mh.
2726,EŞYALI KİRALIK 2+1 DAİRE BEYLİKDÜZÜ ADNAN KAHVECİ Mh.,140,2+1,7.000,Gürpınar,Adnan Kahveci Mah.
2727,METROBÜSE YÜRÜME MESAFESİ YAŞAM VADİ YANI 3+1 175 M2 Kiralık,185,3+1,11.000,Gürpınar,Adnan Kahveci Mah.
2728,BİZİMKENT'TE KİRALIK 3+1 DAİRE .... ( AÇIKLAMALARI OKUYUNUZ ),150,3+1,10.000,Kavaklı,Cumhuriyet Mah.
2729,Beylikdüzü Kavaklı Merkez Full Eşyalı Kiralık 1+1 Arakat,85,1+1,8.000,Kavaklı,Kavaklı Mh.
2730,BEYLİKDÜZÜNDE SİTE İÇİNDE 5+2 KİRALIK DUBLEKS,270,5+2,17.000,Gürpınar,Adnan Kahveci Mah.
2731,BEYLİKDÜZÜ DEMİR COUNTRY KİRALIK FULL EŞYALI 2+1,145,2+1,19.000,Kavaklı,Kavaklı Mh.
2732,ADNAN KAHVECİ MAHALLESİ DENİZ MANZARALI EŞYALI 3+1KİRALİK DAİRE,185,3+1,15.000,Gürpınar,Adnan Kahveci Mah.
2733,SİTE İCERSİNDE KİRALİK 2+1 GİRİS KAT,100,2+1,6.000,Gürpınar,Gürpınar Mh.
2734,BEYLİKDÜZÜ ADNAN KAHVECİ MH YEŞİLKENT TE 3+1 EBEVEYN BANYOLU,160,3+1,8.000,Gürpınar,Adnan Kahveci Mah.
2735,FULLY FURNİSHED İN A COMPOUND 2+1 (FULL EŞYALI KİRALIK DAİRE),125,2+1,15.000,Gürpınar,Adnan Kahveci Mah.
2736,Full eşyalı kapalı mutfak balkonlu 2+1 Metrobüse 10 Dk kaçmaz,125,2+1,9.000,Kavaklı,Cumhuriyet Mah.
2737,Beylikdüzü Saklıhan Konaklarında Özel tasarım Kiralık lüx 3+1,240,3+1,20.000,Kavaklı,Cumhuriyet Mah.
2738,ŞEKER EMLAK KİRALIK 3+1,130,3+1,10.000,Yakuplu,
2739,Kavaklı Mah. Masrafsız Deniz Manzaralı 2+1 Kiralık Daire,90,2+1,7.000,Kavaklı,Kavaklı Mh.
2740,TEKGRUP'TAN SAKLIHAN KONAKLARINDA KİRALIK 4+1,240,4+1,20.000,Kavaklı,Cumhuriyet Mah.
2741,REMAX GELİŞİMDEN YILMAZ KONUTLARI SİTESİNDE 3+1 KİRALIK DAİRE,145,3+1,8.000,Kavaklı,Cumhuriyet Mah.
2742,DENİZ İSTANBUL BÖLGENİN EN GÖZDE PROJESİN DE 2+1-107m2 KİRALIK,107,2+1,12.500,Yakuplu,Marmara Mah.
2743,BEYLİKDÜZÜ ADNAN KAHVECİ MAH. KALEKENT SİTESİ 3+1 KİRALIK DAİRE,153,3+1,16.500,Gürpınar,Adnan Kahveci Mah.
2744,Beylikdüzü Barış Mah WESTSİDE Havuz Cephe 4+1 Kiralık Daire...,210,4+1,16.500,Kavaklı,Barış Mh.
2745,Adnan Kahvecide Lüx Site İçerisinde Eşyalı Kiralık Daire,125,2+1,15.000,Gürpınar,Adnan Kahveci Mah.
2746,BİZİMKENT EMLAK KONUT KİRALIK 3+1 DAİRE BAHÇELİ VİLLA TADINDA,176,3+1,15.000,Kavaklı,Cumhuriyet Mah.
2747,Parlamenter Sitesin'de 3+1 Kiralık Daire,185,3+1,13.500,Gürpınar,Adnan Kahveci Mah.
2748,BEYLİKDÜZÜ YAKUPLU'DA METROBÜSE YAKIN 2+1 ARA KAT KİRALIK DAİRE,110,2+1,7.500,Yakuplu,
2749,ADNAN KAHVECİ SERA KONUTLARINDA 2+1 EŞYALI KİRALIK DAİRE,90,2+1,10.000,Gürpınar,Adnan Kahveci Mah.
2750,BEYLİKDÜZÜ E-5 SULTAN KONUT HAVUZLU GÜVENLİ AİLE SİT KİRALIK 3+1,170,3+1,10.000,Kavaklı,Cumhuriyet Mah.
2751,BEYLİKDÜZÜ BEYKENTTE 2+1 EŞYALI KİRALIK DAİRE,80,2+1,8.000,Gürpınar,Adnan Kahveci Mah.
2752,BEYLİKDÜZÜ YAKUPLU KİRALIK 3+2 170 M2 DUPLEKS METROBÜS 5 DAKİKA,170,3+2,8.000,Yakuplu,
2753,METROBÜSE YÜRÜME 10DK RÜYA KONAKLARINDA EŞYALI 1+1 KİRALIK DAİRE,55,1+1,4.500,Kavaklı,Cumhuriyet Mah.
2754,marmara mahallesi marinaya komsu yabanciya kiralik daire bostur,183,3+1,12.000,Yakuplu,Marmara Mah.
2755,Adnankahveci 11 mahallede 3+1 kiralık daire,145,3+1,10.500,Gürpınar,Adnan Kahveci Mah.
2756,MABEYN MARMARA KİRALIK 2. KAT (D1-4) 3+1,185,3+1,14.000,Yakuplu,Marmara Mah.
2757,Beylikdüzü Kavaklı Merkezde Güzel Konumda 1+1 Kiralık Daire,75,1+1,5.000,Kavaklı,Kavaklı Mh.
2758,JEST DEN YAŞAM VADİSİ YANIBAŞINDA KİRALIK GENİŞ M2 ARAKAT 3+1,170,3+1,11.000,Gürpınar,Adnan Kahveci Mah.
2759,BEYLİKDÜZÜ 5M MİGROS ARKASI 3+1 KİRALIK DAİRE,145,3+1,7.250,Kavaklı,Barış Mh.
2760,Beylikdüzü Adakent'te Çamlıktepe Sitesi Eşyalı 3+1 Kiralık Daire,150,3+1,13.000,Kavaklı,Barış Mh.
2761,BEYLIKDUZU _ ESYALI 3+1 DAIRE 6 AYLIK PESIN _ 12.500T,145,3+1,12.500,Kavaklı,Barış Mh.
2762,ADNAN KAHVECİDE KİRALIK 3+1 150 M2 SIFIR TADİLATLI DAİRE,165,3+1,7.500,Gürpınar,Adnan Kahveci Mah.
2763,Beylikdüzü ADNAN KAHVECİ KİRALİK DAİRE,165,3+1,8.500,Gürpınar,Adnan Kahveci Mah.
2764,Cumhuriyette KİRALIK LÜKS DAİRE AÇIKLAMAYI OKUYUN,72,1+1,7.000,Yakuplu,
2765,RW Tuba Yılmaz'dan Kale Kentte Kiralık 3+1 Daire,153,3+1,17.500,Gürpınar,Adnan Kahveci Mah.
2766,BEYLİKDÜZÜ ADNAN KAHVECİ DE EŞYALI KİRALIK واحد اجاره ی FOR RENT,150,3+1,12.000,Gürpınar,Adnan Kahveci Mah.
2767,Beylikdüzü Kavaklı 'da Site İçi Deiz Manzaralı 2+1,80,2+1,6.500,Kavaklı,Kavaklı Mh.
2768,KÜRE GAYRİMENKUL EMİR BIÇAKCI'dan WEST SIDE 2+1 BÜYÜK TİP,121,2+1,12.000,Kavaklı,Barış Mh.
2769,Beylikdüzü Safa Konakları 3+1 130 m2 Lüx Sitede Kiralık Daire,150,3+1,12.750,Kavaklı,Kavaklı Mh.
2770,GEM GRUP'TAN ADNAN KAHVECİ MAH SİTE İÇİ KİRALIK 2+1 DİARE,135,2+1,7.780,Gürpınar,Adnan Kahveci Mah.
2771,OMTEM GROUP'tan BEYLİKDÜZÜ WESTSİDE 2'de 2+1 bahçe teraslı,136,2+1,13.000,Kavaklı,Barış Mh.
2772,ADNAN KAHVECİNİN EN GÖZDE SİTESİNDE KİRALIK 4+1 DUBLEKS DAİRE,375,4+1,13.000,Gürpınar,Adnan Kahveci Mah.
2773,DEMİR ROMANCE SATIŞ OFİSİNDEN HAVUZ CEPHE 3+1 KİRALIK DAİRE,138,3+1,16.000,Kavaklı,Cumhuriyet Mah.
2774,BEYLİKDÜZÜ PARLAMENTERLER SİTESİNDE KİRALİK 3+1 DAİRE,175,3+1,13.500,Gürpınar,Adnan Kahveci Mah.
2775,N TOWERS SİTESİ & 2+1 112 M2 TEK DEPOZİT 5000TL!!!,112,2+1,5.000,Merkez,Beylikdüzü OSB
2776,BEYLİKDÜZÜ YAKUPLU MAHALLESİN'de KİRALIK 3+1 DAİRE,135,3+1,8.000,Kavaklı,Kavaklı Mh.
2777,BEYLİKDÜZÜ GÜRPINARDA NEZİH SİTE İÇİ KİRALIK 2+1 DAİRE,120,2+1,7.000,Gürpınar,Dereağzı Mh.
2778,Beylikdüzü Kiralık sıfır Daire 2+1 شقة للايجار,110,2+1,7.500,Kavaklı,Sahil Mah.
2779,Beylikdüzü Barış Mahallesi Havuzlu Site İçi Kiralık Daire,140,3+1,7.500,Kavaklı,Barış Mh.
2780,2+1 Kiralık Ara kat daire,85,2+1,5.500,Yakuplu,
2781,BEYLİKDÜZÜ YAKUPLU MAH KİRALIK 2+1 AMERİKAN MUTFAK,95,2+1,5.000,Yakuplu,
